gene	npas	pval	RLDu	RLDi	REDu	REDu.pval	REDi	REDi.pval	nread.c1.1	nread.c2.1
Hc	1	NA	NA	NA	NA	NA	NA	NA	69	69
Stom	1	NA	NA	NA	NA	NA	NA	NA	1734	1734
Gm13446	1	NA	NA	NA	NA	NA	NA	NA	54	54
Rbm18	1	NA	NA	NA	NA	NA	NA	NA	9184	9184
Dennd1a	1	NA	NA	NA	NA	NA	NA	NA	4236	4236
Psmb7	1	NA	NA	NA	NA	NA	NA	NA	29097	29097
Nr6a1	1	NA	NA	NA	NA	NA	NA	NA	212	212
Golga1	1	NA	NA	NA	NA	NA	NA	NA	2508	2508
Gtdc1	1	NA	NA	NA	NA	NA	NA	NA	3270	3270
Mmadhc	1	NA	NA	NA	NA	NA	NA	NA	8044	8044
Gm13499	1	NA	NA	NA	NA	NA	NA	NA	186	186
1700057H21Rik	1	NA	NA	NA	NA	NA	NA	NA	50	50
Nmi	1	NA	NA	NA	NA	NA	NA	NA	1024	1024
Cytip	1	NA	NA	NA	NA	NA	NA	NA	75	75
5330411J11Rik	1	NA	NA	NA	NA	NA	NA	NA	61	61
Ly75	1	NA	NA	NA	NA	NA	NA	NA	142	142
Pla2r1	1	NA	NA	NA	NA	NA	NA	NA	79	79
Dpp4	1	NA	NA	NA	NA	NA	NA	NA	137	137
Fap	1	NA	NA	NA	NA	NA	NA	NA	154	154
Fign	1	NA	NA	NA	NA	NA	NA	NA	88	88
Grb14	1	NA	NA	NA	NA	NA	NA	NA	9214	9214
Galnt3	1	NA	NA	NA	NA	NA	NA	NA	62	62
Ttc21b	1	NA	NA	NA	NA	NA	NA	NA	1204	1204
Spc25	1	NA	NA	NA	NA	NA	NA	NA	181	181
Mettl8	1	NA	NA	NA	NA	NA	NA	NA	1290	1290
6430710C18Rik	1	NA	NA	NA	NA	NA	NA	NA	1163	1163
Gpr155	1	NA	NA	NA	NA	NA	NA	NA	2993	2993
Atf2	1	NA	NA	NA	NA	NA	NA	NA	7172	7172
Nfe2l2	1	NA	NA	NA	NA	NA	NA	NA	3296	3296
Ttc30b	1	NA	NA	NA	NA	NA	NA	NA	1688	1688
Ttc30a1	1	NA	NA	NA	NA	NA	NA	NA	932	932
Pde11a	1	NA	NA	NA	NA	NA	NA	NA	66	66
Cyct	1	NA	NA	NA	NA	NA	NA	NA	110	110
Cwc22	1	NA	NA	NA	NA	NA	NA	NA	2283	2283
Neurod1	1	NA	NA	NA	NA	NA	NA	NA	2830	2830
Nckap1	1	NA	NA	NA	NA	NA	NA	NA	25651	25651
Gm13710	1	NA	NA	NA	NA	NA	NA	NA	174	174
Tmx2	1	NA	NA	NA	NA	NA	NA	NA	29669	29669
Clp1	1	NA	NA	NA	NA	NA	NA	NA	1730	1730
Serping1	1	NA	NA	NA	NA	NA	NA	NA	2712	2712
Rtn4rl2	1	NA	NA	NA	NA	NA	NA	NA	2548	2548
Ptprj	1	NA	NA	NA	NA	NA	NA	NA	3074	3074
Ndufs3	1	NA	NA	NA	NA	NA	NA	NA	73554	73554
Gm13778	1	NA	NA	NA	NA	NA	NA	NA	93	93
Madd	1	NA	NA	NA	NA	NA	NA	NA	14365	14365
Nr1h3	1	NA	NA	NA	NA	NA	NA	NA	547	547
Gm13783	1	NA	NA	NA	NA	NA	NA	NA	62	62
Mdk	1	NA	NA	NA	NA	NA	NA	NA	27428	27428
Dgkz	1	NA	NA	NA	NA	NA	NA	NA	9948	9948
Creb3l1	1	NA	NA	NA	NA	NA	NA	NA	924	924
Mapk8ip1	1	NA	NA	NA	NA	NA	NA	NA	12929	12929
Cry2	1	NA	NA	NA	NA	NA	NA	NA	8196	8196
Slc35c1	1	NA	NA	NA	NA	NA	NA	NA	605	605
Prdm11	1	NA	NA	NA	NA	NA	NA	NA	1020	1020
Cd82	1	NA	NA	NA	NA	NA	NA	NA	3134	3134
Ext2	1	NA	NA	NA	NA	NA	NA	NA	3246	3246
Gm13889	1	NA	NA	NA	NA	NA	NA	NA	40418	40418
Alkbh3	1	NA	NA	NA	NA	NA	NA	NA	2572	2572
Hsd17b12	1	NA	NA	NA	NA	NA	NA	NA	13696	13696
Api5	1	NA	NA	NA	NA	NA	NA	NA	5469	5469
Gm10800	1	NA	NA	NA	NA	NA	NA	NA	253	253
B230118H07Rik	1	NA	NA	NA	NA	NA	NA	NA	15941	15941
Trim44	1	NA	NA	NA	NA	NA	NA	NA	9923	9923
Cat	1	NA	NA	NA	NA	NA	NA	NA	5017	5017
Nat10	1	NA	NA	NA	NA	NA	NA	NA	1223	1223
Hipk3	1	NA	NA	NA	NA	NA	NA	NA	5794	5794
Depdc7	1	NA	NA	NA	NA	NA	NA	NA	113	113
Eif3m	1	NA	NA	NA	NA	NA	NA	NA	18883	18883
Pax6os1	1	NA	NA	NA	NA	NA	NA	NA	90595	90595
BB218582	1	NA	NA	NA	NA	NA	NA	NA	454	454
Ano3	1	NA	NA	NA	NA	NA	NA	NA	2789	2789
Emc4	1	NA	NA	NA	NA	NA	NA	NA	48843	48843
Gjd2	1	NA	NA	NA	NA	NA	NA	NA	3582	3582
2700033N17Rik	1	NA	NA	NA	NA	NA	NA	NA	2310	2310
Rasgrp1	1	NA	NA	NA	NA	NA	NA	NA	34733	34733
Fsip1	1	NA	NA	NA	NA	NA	NA	NA	61	61
Srp14	1	NA	NA	NA	NA	NA	NA	NA	108071	108071
Ankrd63	1	NA	NA	NA	NA	NA	NA	NA	2624	2624
Rmdn3	1	NA	NA	NA	NA	NA	NA	NA	5223	5223
Dnajc17	1	NA	NA	NA	NA	NA	NA	NA	2865	2865
Gm14207	1	NA	NA	NA	NA	NA	NA	NA	164	164
Ino80	1	NA	NA	NA	NA	NA	NA	NA	1385	1385
Ndufaf1	1	NA	NA	NA	NA	NA	NA	NA	4901	4901
Ltk	1	NA	NA	NA	NA	NA	NA	NA	187	187
Rpap1	1	NA	NA	NA	NA	NA	NA	NA	1200	1200
Ehd4	1	NA	NA	NA	NA	NA	NA	NA	1980	1980
Pla2g4d	1	NA	NA	NA	NA	NA	NA	NA	56	56
Pla2g4f	1	NA	NA	NA	NA	NA	NA	NA	57	57
Duox2	1	NA	NA	NA	NA	NA	NA	NA	251	251
Slc30a4	1	NA	NA	NA	NA	NA	NA	NA	3465	3465
Myef2	1	NA	NA	NA	NA	NA	NA	NA	5885	5885
Gm14004	1	NA	NA	NA	NA	NA	NA	NA	710	710
Shc4	1	NA	NA	NA	NA	NA	NA	NA	800	800
Hdc	1	NA	NA	NA	NA	NA	NA	NA	303	303
Trpm7	1	NA	NA	NA	NA	NA	NA	NA	4956	4956
Ncaph	1	NA	NA	NA	NA	NA	NA	NA	332	332
Itpripl1	1	NA	NA	NA	NA	NA	NA	NA	238	238
Fahd2a	1	NA	NA	NA	NA	NA	NA	NA	3183	3183
Prom2	1	NA	NA	NA	NA	NA	NA	NA	102	102
Nphp1	1	NA	NA	NA	NA	NA	NA	NA	2430	2430
Gm14005	1	NA	NA	NA	NA	NA	NA	NA	190	190
Zc3h8	1	NA	NA	NA	NA	NA	NA	NA	2188	2188
AI847159	1	NA	NA	NA	NA	NA	NA	NA	842	842
Ckap2l	1	NA	NA	NA	NA	NA	NA	NA	94	94
Il1a	1	NA	NA	NA	NA	NA	NA	NA	151	151
Il1b	1	NA	NA	NA	NA	NA	NA	NA	89	89
Pdyn	1	NA	NA	NA	NA	NA	NA	NA	236	236
Snrpb	1	NA	NA	NA	NA	NA	NA	NA	24536	24536
Idh3b	1	NA	NA	NA	NA	NA	NA	NA	51043	51043
Cpxm1	1	NA	NA	NA	NA	NA	NA	NA	1125	1125
Avp	1	NA	NA	NA	NA	NA	NA	NA	93	93
Lzts3	1	NA	NA	NA	NA	NA	NA	NA	1176	1176
Ddrgk1	1	NA	NA	NA	NA	NA	NA	NA	15871	15871
Gfra4	1	NA	NA	NA	NA	NA	NA	NA	16038	16038
1700037H04Rik	1	NA	NA	NA	NA	NA	NA	NA	6304	6304
Cenpb	1	NA	NA	NA	NA	NA	NA	NA	11442	11442
5330413P13Rik	1	NA	NA	NA	NA	NA	NA	NA	57	57
Slc23a2	1	NA	NA	NA	NA	NA	NA	NA	8168	8168
Esf1	1	NA	NA	NA	NA	NA	NA	NA	2588	2588
Rrbp1	1	NA	NA	NA	NA	NA	NA	NA	7845	7845
Gm14114	1	NA	NA	NA	NA	NA	NA	NA	119	119
Apmap	1	NA	NA	NA	NA	NA	NA	NA	7679	7679
Acss1	1	NA	NA	NA	NA	NA	NA	NA	2040	2040
Ninl	1	NA	NA	NA	NA	NA	NA	NA	108	108
Nanp	1	NA	NA	NA	NA	NA	NA	NA	7172	7172
Gm14167	1	NA	NA	NA	NA	NA	NA	NA	193	193
Gm14154	1	NA	NA	NA	NA	NA	NA	NA	50	50
Fam110a	1	NA	NA	NA	NA	NA	NA	NA	900	900
AA387200	1	NA	NA	NA	NA	NA	NA	NA	129	129
Rbck1	1	NA	NA	NA	NA	NA	NA	NA	12253	12253
Trib3	1	NA	NA	NA	NA	NA	NA	NA	94	94
Nrsn2	1	NA	NA	NA	NA	NA	NA	NA	25811	25811
Gm14161	1	NA	NA	NA	NA	NA	NA	NA	52	52
Bcl2l1	1	NA	NA	NA	NA	NA	NA	NA	9152	9152
Foxs1	1	NA	NA	NA	NA	NA	NA	NA	287	287
Pdrg1	1	NA	NA	NA	NA	NA	NA	NA	15096	15096
Tspyl3	1	NA	NA	NA	NA	NA	NA	NA	2020	2020
Plagl2	1	NA	NA	NA	NA	NA	NA	NA	1117	1117
Snta1	1	NA	NA	NA	NA	NA	NA	NA	5190	5190
Necab3	1	NA	NA	NA	NA	NA	NA	NA	10627	10627
Pigu	1	NA	NA	NA	NA	NA	NA	NA	2525	2525
Ncoa6	1	NA	NA	NA	NA	NA	NA	NA	4748	4748
Ggt7	1	NA	NA	NA	NA	NA	NA	NA	8598	8598
Gss	1	NA	NA	NA	NA	NA	NA	NA	1461	1461
Trpc4ap	1	NA	NA	NA	NA	NA	NA	NA	8931	8931
Edem2	1	NA	NA	NA	NA	NA	NA	NA	3748	3748
Gdf5	1	NA	NA	NA	NA	NA	NA	NA	58	58
6430550D23Rik	1	NA	NA	NA	NA	NA	NA	NA	90	90
Scand1	1	NA	NA	NA	NA	NA	NA	NA	64999	64999
Gm14169	1	NA	NA	NA	NA	NA	NA	NA	309	309
Gm14230	1	NA	NA	NA	NA	NA	NA	NA	67	67
Sla2	1	NA	NA	NA	NA	NA	NA	NA	145	145
Ndrg3	1	NA	NA	NA	NA	NA	NA	NA	28693	28693
Samhd1	1	NA	NA	NA	NA	NA	NA	NA	732	732
Ghrh	1	NA	NA	NA	NA	NA	NA	NA	124	124
Blcap	1	NA	NA	NA	NA	NA	NA	NA	12280	12280
Tti1	1	NA	NA	NA	NA	NA	NA	NA	870	870
Tgm2	1	NA	NA	NA	NA	NA	NA	NA	1346	1346
Zhx3	1	NA	NA	NA	NA	NA	NA	NA	2377	2377
Ptprt	1	NA	NA	NA	NA	NA	NA	NA	5387	5387
Jph2	1	NA	NA	NA	NA	NA	NA	NA	75	75
Oser1	1	NA	NA	NA	NA	NA	NA	NA	3032	3032
Kcns1	1	NA	NA	NA	NA	NA	NA	NA	332	332
Sdc4	1	NA	NA	NA	NA	NA	NA	NA	7902	7902
Gm14302	1	NA	NA	NA	NA	NA	NA	NA	56	56
Tnnc2	1	NA	NA	NA	NA	NA	NA	NA	53	53
Acot8	1	NA	NA	NA	NA	NA	NA	NA	4551	4551
Neurl2	1	NA	NA	NA	NA	NA	NA	NA	1128	1128
Pltp	1	NA	NA	NA	NA	NA	NA	NA	4898	4898
Zfp335	1	NA	NA	NA	NA	NA	NA	NA	1797	1797
Cdh22	1	NA	NA	NA	NA	NA	NA	NA	4229	4229
Slc35c2	1	NA	NA	NA	NA	NA	NA	NA	8652	8652
Elmo2	1	NA	NA	NA	NA	NA	NA	NA	22344	22344
Zfp663	1	NA	NA	NA	NA	NA	NA	NA	53	53
Slc13a3	1	NA	NA	NA	NA	NA	NA	NA	7840	7840
Znfx1	1	NA	NA	NA	NA	NA	NA	NA	4829	4829
Ptgis	1	NA	NA	NA	NA	NA	NA	NA	257	257
Ube2v1	1	NA	NA	NA	NA	NA	NA	NA	55773	55773
Ripor3	1	NA	NA	NA	NA	NA	NA	NA	560	560
Adnp	1	NA	NA	NA	NA	NA	NA	NA	13555	13555
Kcng1	1	NA	NA	NA	NA	NA	NA	NA	402	402
Atp9a	1	NA	NA	NA	NA	NA	NA	NA	17913	17913
Zfp217	1	NA	NA	NA	NA	NA	NA	NA	139	139
Aurka	1	NA	NA	NA	NA	NA	NA	NA	61	61
Zbp1	1	NA	NA	NA	NA	NA	NA	NA	134	134
Ctsz	1	NA	NA	NA	NA	NA	NA	NA	10835	10835
Atp5e	1	NA	NA	NA	NA	NA	NA	NA	193965	193965
Gm14410	1	NA	NA	NA	NA	NA	NA	NA	1631	1631
Sycp2	1	NA	NA	NA	NA	NA	NA	NA	101	101
Taf4	1	NA	NA	NA	NA	NA	NA	NA	1400	1400
Hrh3	1	NA	NA	NA	NA	NA	NA	NA	2028	2028
Lama5	1	NA	NA	NA	NA	NA	NA	NA	642	642
B230312C02Rik	1	NA	NA	NA	NA	NA	NA	NA	559	559
Tcfl5	1	NA	NA	NA	NA	NA	NA	NA	61	61
Nkain4	1	NA	NA	NA	NA	NA	NA	NA	16543	16543
Kcnq2	1	NA	NA	NA	NA	NA	NA	NA	5081	5081
Ptk6	1	NA	NA	NA	NA	NA	NA	NA	1744	1744
Srms	1	NA	NA	NA	NA	NA	NA	NA	92	92
Helz2	1	NA	NA	NA	NA	NA	NA	NA	244	244
Stmn3	1	NA	NA	NA	NA	NA	NA	NA	239558	239558
Zfp512b	1	NA	NA	NA	NA	NA	NA	NA	2815	2815
Samd10	1	NA	NA	NA	NA	NA	NA	NA	2840	2840
Sox18	1	NA	NA	NA	NA	NA	NA	NA	712	712
Rgs19	1	NA	NA	NA	NA	NA	NA	NA	3772	3772
Car3	1	NA	NA	NA	NA	NA	NA	NA	734	734
Hltf	1	NA	NA	NA	NA	NA	NA	NA	1211	1211
Nceh1	1	NA	NA	NA	NA	NA	NA	NA	8431	8431
Pld1	1	NA	NA	NA	NA	NA	NA	NA	487	487
Rpl22l1	1	NA	NA	NA	NA	NA	NA	NA	155194	155194
Gpr160	1	NA	NA	NA	NA	NA	NA	NA	310	310
Cldn11	1	NA	NA	NA	NA	NA	NA	NA	3424	3424
Kcnmb2	1	NA	NA	NA	NA	NA	NA	NA	1238	1238
Zfp639	1	NA	NA	NA	NA	NA	NA	NA	2441	2441
Mfn1	1	NA	NA	NA	NA	NA	NA	NA	26005	26005
Actl6a	1	NA	NA	NA	NA	NA	NA	NA	2561	2561
Fgf2	1	NA	NA	NA	NA	NA	NA	NA	195	195
Spry1	1	NA	NA	NA	NA	NA	NA	NA	1662	1662
Fat4	1	NA	NA	NA	NA	NA	NA	NA	222	222
Noct	1	NA	NA	NA	NA	NA	NA	NA	12163	12163
Lhfp	1	NA	NA	NA	NA	NA	NA	NA	19474	19474
Stoml3	1	NA	NA	NA	NA	NA	NA	NA	1771	1771
Postn	1	NA	NA	NA	NA	NA	NA	NA	2212	2212
Mab21l1	1	NA	NA	NA	NA	NA	NA	NA	335	335
Rnf13	1	NA	NA	NA	NA	NA	NA	NA	15552	15552
Eif2a	1	NA	NA	NA	NA	NA	NA	NA	5428	5428
Med12l	1	NA	NA	NA	NA	NA	NA	NA	1236	1236
Arhgef26	1	NA	NA	NA	NA	NA	NA	NA	2050	2050
Vmn2r1	1	NA	NA	NA	NA	NA	NA	NA	51	51
Ptx3	1	NA	NA	NA	NA	NA	NA	NA	293	293
Il12a	1	NA	NA	NA	NA	NA	NA	NA	152	152
1110032F04Rik	1	NA	NA	NA	NA	NA	NA	NA	658	658
Pdgfc	1	NA	NA	NA	NA	NA	NA	NA	1561	1561
Plrg1	1	NA	NA	NA	NA	NA	NA	NA	3479	3479
Fbxw7	1	NA	NA	NA	NA	NA	NA	NA	5919	5919
Fcrl1	1	NA	NA	NA	NA	NA	NA	NA	98	98
Fcrl5	1	NA	NA	NA	NA	NA	NA	NA	152	152
Etv3	1	NA	NA	NA	NA	NA	NA	NA	1418	1418
Arhgef11	1	NA	NA	NA	NA	NA	NA	NA	1541	1541
Crabp2	1	NA	NA	NA	NA	NA	NA	NA	2203	2203
Glmp	1	NA	NA	NA	NA	NA	NA	NA	9501	9501
Smg5	1	NA	NA	NA	NA	NA	NA	NA	4517	4517
Ubqln4	1	NA	NA	NA	NA	NA	NA	NA	3816	3816
Ssr2	1	NA	NA	NA	NA	NA	NA	NA	28479	28479
Gon4l	1	NA	NA	NA	NA	NA	NA	NA	3711	3711
Ash1l	1	NA	NA	NA	NA	NA	NA	NA	4336	4336
Scamp3	1	NA	NA	NA	NA	NA	NA	NA	8291	8291
Fam189b	1	NA	NA	NA	NA	NA	NA	NA	2705	2705
Thbs3	1	NA	NA	NA	NA	NA	NA	NA	3658	3658
Dpm3	1	NA	NA	NA	NA	NA	NA	NA	27269	27269
Gm15998	1	NA	NA	NA	NA	NA	NA	NA	366	366
Pygo2	1	NA	NA	NA	NA	NA	NA	NA	3301	3301
Pmvk	1	NA	NA	NA	NA	NA	NA	NA	18006	18006
Adar	1	NA	NA	NA	NA	NA	NA	NA	7385	7385
Nup210l	1	NA	NA	NA	NA	NA	NA	NA	14090	14090
Jtb	1	NA	NA	NA	NA	NA	NA	NA	20896	20896
Crtc2	1	NA	NA	NA	NA	NA	NA	NA	954	954
Dennd4b	1	NA	NA	NA	NA	NA	NA	NA	2855	2855
S100a13	1	NA	NA	NA	NA	NA	NA	NA	24731	24731
S100a16	1	NA	NA	NA	NA	NA	NA	NA	53198	53198
S100a4	1	NA	NA	NA	NA	NA	NA	NA	1701	1701
S100a5	1	NA	NA	NA	NA	NA	NA	NA	278136	278136
Tchh	1	NA	NA	NA	NA	NA	NA	NA	353	353
S100a11	1	NA	NA	NA	NA	NA	NA	NA	2908	2908
S100a10	1	NA	NA	NA	NA	NA	NA	NA	39805	39805
C2cd4d	1	NA	NA	NA	NA	NA	NA	NA	901	901
Mrpl9	1	NA	NA	NA	NA	NA	NA	NA	6900	6900
Selenbp2	1	NA	NA	NA	NA	NA	NA	NA	477	477
Selenbp1	1	NA	NA	NA	NA	NA	NA	NA	1844	1844
4930481B07Rik	1	NA	NA	NA	NA	NA	NA	NA	142	142
Mindy1	1	NA	NA	NA	NA	NA	NA	NA	2562	2562
Cers2	1	NA	NA	NA	NA	NA	NA	NA	6987	6987
Ctsk	1	NA	NA	NA	NA	NA	NA	NA	856	856
Ctss	1	NA	NA	NA	NA	NA	NA	NA	14634	14634
Mtmr11	1	NA	NA	NA	NA	NA	NA	NA	2145	2145
Sf3b4	1	NA	NA	NA	NA	NA	NA	NA	8913	8913
Sv2a	1	NA	NA	NA	NA	NA	NA	NA	41194	41194
Hist2h3b	1	NA	NA	NA	NA	NA	NA	NA	115	115
Txnip	1	NA	NA	NA	NA	NA	NA	NA	2639	2639
Itga10	1	NA	NA	NA	NA	NA	NA	NA	137	137
Ankrd35	1	NA	NA	NA	NA	NA	NA	NA	276	276
Pias3	1	NA	NA	NA	NA	NA	NA	NA	2522	2522
Fmo5	1	NA	NA	NA	NA	NA	NA	NA	131	131
Tbx15	1	NA	NA	NA	NA	NA	NA	NA	93	93
Trim45	1	NA	NA	NA	NA	NA	NA	NA	1281	1281
Nhlh2	1	NA	NA	NA	NA	NA	NA	NA	95	95
Ngf	1	NA	NA	NA	NA	NA	NA	NA	811	811
Dennd2c	1	NA	NA	NA	NA	NA	NA	NA	254	254
Syt6	1	NA	NA	NA	NA	NA	NA	NA	4853	4853
Gm10964	1	NA	NA	NA	NA	NA	NA	NA	75	75
Ap4b1	1	NA	NA	NA	NA	NA	NA	NA	1476	1476
Ptpn22	1	NA	NA	NA	NA	NA	NA	NA	112	112
Slc16a1	1	NA	NA	NA	NA	NA	NA	NA	4968	4968
Ppm1j	1	NA	NA	NA	NA	NA	NA	NA	6317	6317
Rhoc	1	NA	NA	NA	NA	NA	NA	NA	11100	11100
Kcnd3	1	NA	NA	NA	NA	NA	NA	NA	8227	8227
Ovgp1	1	NA	NA	NA	NA	NA	NA	NA	310	310
Kcna2	1	NA	NA	NA	NA	NA	NA	NA	9329	9329
Lamtor5	1	NA	NA	NA	NA	NA	NA	NA	49874	49874
Gm12500	1	NA	NA	NA	NA	NA	NA	NA	187	187
Taf13	1	NA	NA	NA	NA	NA	NA	NA	9465	9465
Henmt1	1	NA	NA	NA	NA	NA	NA	NA	88	88
Slc25a24	1	NA	NA	NA	NA	NA	NA	NA	114	114
Vav3	1	NA	NA	NA	NA	NA	NA	NA	1490	1490
Gm9889	1	NA	NA	NA	NA	NA	NA	NA	77	77
Abca4	1	NA	NA	NA	NA	NA	NA	NA	148	148
Gclm	1	NA	NA	NA	NA	NA	NA	NA	535551	535551
Bcar3	1	NA	NA	NA	NA	NA	NA	NA	2793	2793
Pde5a	1	NA	NA	NA	NA	NA	NA	NA	2745	2745
Sec24d	1	NA	NA	NA	NA	NA	NA	NA	970	970
Prss12	1	NA	NA	NA	NA	NA	NA	NA	2633	2633
Arsj	1	NA	NA	NA	NA	NA	NA	NA	260	260
Casp6	1	NA	NA	NA	NA	NA	NA	NA	1060	1060
Col25a1	1	NA	NA	NA	NA	NA	NA	NA	250	250
Ppa2	1	NA	NA	NA	NA	NA	NA	NA	7335	7335
Bdh2	1	NA	NA	NA	NA	NA	NA	NA	683	683
Manba	1	NA	NA	NA	NA	NA	NA	NA	623	623
Emcn	1	NA	NA	NA	NA	NA	NA	NA	2612	2612
H2afz	1	NA	NA	NA	NA	NA	NA	NA	167142	167142
Lamtor3	1	NA	NA	NA	NA	NA	NA	NA	11898	11898
Adh1	1	NA	NA	NA	NA	NA	NA	NA	269	269
Stpg2	1	NA	NA	NA	NA	NA	NA	NA	695	695
Gbp7	1	NA	NA	NA	NA	NA	NA	NA	803	803
Gbp3	1	NA	NA	NA	NA	NA	NA	NA	991	991
Gbp2	1	NA	NA	NA	NA	NA	NA	NA	299	299
Gtf2b	1	NA	NA	NA	NA	NA	NA	NA	14170	14170
Selenof	1	NA	NA	NA	NA	NA	NA	NA	80935	80935
Bcl10	1	NA	NA	NA	NA	NA	NA	NA	3350	3350
Ssx2ip	1	NA	NA	NA	NA	NA	NA	NA	3683	3683
Gng5	1	NA	NA	NA	NA	NA	NA	NA	32389	32389
Usp33	1	NA	NA	NA	NA	NA	NA	NA	7575	7575
Cryz	1	NA	NA	NA	NA	NA	NA	NA	1899	1899
Erich3	1	NA	NA	NA	NA	NA	NA	NA	249	249
Lrriq3	1	NA	NA	NA	NA	NA	NA	NA	83	83
Zranb2	1	NA	NA	NA	NA	NA	NA	NA	12754	12754
Ankrd13c	1	NA	NA	NA	NA	NA	NA	NA	6233	6233
Hey1	1	NA	NA	NA	NA	NA	NA	NA	6577	6577
Zfand1	1	NA	NA	NA	NA	NA	NA	NA	4764	4764
Car1	1	NA	NA	NA	NA	NA	NA	NA	404	404
Crh	1	NA	NA	NA	NA	NA	NA	NA	6214	6214
Hps3	1	NA	NA	NA	NA	NA	NA	NA	935	935
Gyg	1	NA	NA	NA	NA	NA	NA	NA	6506	6506
Cpb1	1	NA	NA	NA	NA	NA	NA	NA	50	50
Ect2	1	NA	NA	NA	NA	NA	NA	NA	56	56
Mecom	1	NA	NA	NA	NA	NA	NA	NA	93	93
Zmat3	1	NA	NA	NA	NA	NA	NA	NA	5482	5482
Anxa5	1	NA	NA	NA	NA	NA	NA	NA	14976	14976
Ccna2	1	NA	NA	NA	NA	NA	NA	NA	229	229
Il2	1	NA	NA	NA	NA	NA	NA	NA	5283	5283
Nudt6	1	NA	NA	NA	NA	NA	NA	NA	1729	1729
Exosc8	1	NA	NA	NA	NA	NA	NA	NA	6611	6611
Nbea	1	NA	NA	NA	NA	NA	NA	NA	12446	12446
Tm4sf1	1	NA	NA	NA	NA	NA	NA	NA	4040	4040
Commd2	1	NA	NA	NA	NA	NA	NA	NA	5723	5723
Pfn2	1	NA	NA	NA	NA	NA	NA	NA	78855	78855
P2ry12	1	NA	NA	NA	NA	NA	NA	NA	3391	3391
Plch1	1	NA	NA	NA	NA	NA	NA	NA	175	175
A730090N16Rik	1	NA	NA	NA	NA	NA	NA	NA	50	50
Veph1	1	NA	NA	NA	NA	NA	NA	NA	569	569
Lxn	1	NA	NA	NA	NA	NA	NA	NA	17367	17367
Rapgef2	1	NA	NA	NA	NA	NA	NA	NA	6030	6030
Tdo2	1	NA	NA	NA	NA	NA	NA	NA	57	57
Gucy1b3	1	NA	NA	NA	NA	NA	NA	NA	16140	16140
Rbm46	1	NA	NA	NA	NA	NA	NA	NA	83	83
Lrat	1	NA	NA	NA	NA	NA	NA	NA	87	87
Tlr2	1	NA	NA	NA	NA	NA	NA	NA	567	567
Mnd1	1	NA	NA	NA	NA	NA	NA	NA	634	634
Gm15535	1	NA	NA	NA	NA	NA	NA	NA	71	71
Rps3a1	1	NA	NA	NA	NA	NA	NA	NA	380850	380850
Dclk2	1	NA	NA	NA	NA	NA	NA	NA	9322	9322
Fcrls	1	NA	NA	NA	NA	NA	NA	NA	6069	6069
Naxe	1	NA	NA	NA	NA	NA	NA	NA	20282	20282
Pmf1	1	NA	NA	NA	NA	NA	NA	NA	2024	2024
Sema4a	1	NA	NA	NA	NA	NA	NA	NA	2412	2412
Rab25	1	NA	NA	NA	NA	NA	NA	NA	156	156
Rusc1	1	NA	NA	NA	NA	NA	NA	NA	9869	9869
Fdps	1	NA	NA	NA	NA	NA	NA	NA	13506	13506
Mtx1	1	NA	NA	NA	NA	NA	NA	NA	10362	10362
Trim46	1	NA	NA	NA	NA	NA	NA	NA	4119	4119
Slc50a1	1	NA	NA	NA	NA	NA	NA	NA	8373	8373
Efna1	1	NA	NA	NA	NA	NA	NA	NA	923	923
Adam15	1	NA	NA	NA	NA	NA	NA	NA	4586	4586
Flad1	1	NA	NA	NA	NA	NA	NA	NA	1616	1616
Cks1b	1	NA	NA	NA	NA	NA	NA	NA	2661	2661
Il6ra	1	NA	NA	NA	NA	NA	NA	NA	50	50
Hax1	1	NA	NA	NA	NA	NA	NA	NA	9345	9345
Rps27	1	NA	NA	NA	NA	NA	NA	NA	98281	98281
Creb3l4	1	NA	NA	NA	NA	NA	NA	NA	84	84
Slc27a3	1	NA	NA	NA	NA	NA	NA	NA	338	338
Ints3	1	NA	NA	NA	NA	NA	NA	NA	5405	5405
Npr1	1	NA	NA	NA	NA	NA	NA	NA	1762	1762
Chtop	1	NA	NA	NA	NA	NA	NA	NA	13574	13574
S100a1	1	NA	NA	NA	NA	NA	NA	NA	84535	84535
S100a9	1	NA	NA	NA	NA	NA	NA	NA	1694	1694
Lor	1	NA	NA	NA	NA	NA	NA	NA	2922	2922
Gm9774	1	NA	NA	NA	NA	NA	NA	NA	3849	3849
Riiad1	1	NA	NA	NA	NA	NA	NA	NA	4173	4173
Tuft1	1	NA	NA	NA	NA	NA	NA	NA	171	171
Cgn	1	NA	NA	NA	NA	NA	NA	NA	95	95
Scnm1	1	NA	NA	NA	NA	NA	NA	NA	8519	8519
Tnfaip8l2	1	NA	NA	NA	NA	NA	NA	NA	1223	1223
Mllt11	1	NA	NA	NA	NA	NA	NA	NA	60914	60914
Gm128	1	NA	NA	NA	NA	NA	NA	NA	124	124
Anxa9	1	NA	NA	NA	NA	NA	NA	NA	144	144
Adamtsl4	1	NA	NA	NA	NA	NA	NA	NA	258	258
Ecm1	1	NA	NA	NA	NA	NA	NA	NA	353	353
Tars2	1	NA	NA	NA	NA	NA	NA	NA	3335	3335
Prpf3	1	NA	NA	NA	NA	NA	NA	NA	1033	1033
