gene	npas	pval	RLDu	RLDi	REDu	REDu.pval	REDi	REDi.pval	nread.c1.1	nread.c2.1
BC028528	1	NA	NA	NA	NA	NA	NA	NA	1975	1975
Plekho1	1	NA	NA	NA	NA	NA	NA	NA	9776	9776
Hist2h2ac	1	NA	NA	NA	NA	NA	NA	NA	1411	1411
Chd1l	1	NA	NA	NA	NA	NA	NA	NA	686	686
Phgdh	1	NA	NA	NA	NA	NA	NA	NA	9722	9722
Ttf2	1	NA	NA	NA	NA	NA	NA	NA	228	228
Cd101	1	NA	NA	NA	NA	NA	NA	NA	58	58
Atp1a1	1	NA	NA	NA	NA	NA	NA	NA	43744	43744
Olfml3	1	NA	NA	NA	NA	NA	NA	NA	6602	6602
Mov10	1	NA	NA	NA	NA	NA	NA	NA	389	389
Wnt2b	1	NA	NA	NA	NA	NA	NA	NA	77	77
Kcnd3os	1	NA	NA	NA	NA	NA	NA	NA	886	886
Pifo	1	NA	NA	NA	NA	NA	NA	NA	898	898
Chil6	1	NA	NA	NA	NA	NA	NA	NA	117	117
Cept1	1	NA	NA	NA	NA	NA	NA	NA	5859	5859
Kcnc4	1	NA	NA	NA	NA	NA	NA	NA	1283	1283
Strip1	1	NA	NA	NA	NA	NA	NA	NA	10389	10389
Ahcyl1	1	NA	NA	NA	NA	NA	NA	NA	29345	29345
Gstm7	1	NA	NA	NA	NA	NA	NA	NA	4293	4293
Gstm6	1	NA	NA	NA	NA	NA	NA	NA	1569	1569
Gstm2	1	NA	NA	NA	NA	NA	NA	NA	914	914
Gstm1	1	NA	NA	NA	NA	NA	NA	NA	47907	47907
Gstm4	1	NA	NA	NA	NA	NA	NA	NA	912	912
Ampd2	1	NA	NA	NA	NA	NA	NA	NA	8696	8696
Gnai3	1	NA	NA	NA	NA	NA	NA	NA	5874	5874
Atxn7l2	1	NA	NA	NA	NA	NA	NA	NA	1885	1885
Gm12523	1	NA	NA	NA	NA	NA	NA	NA	50	50
Celsr2	1	NA	NA	NA	NA	NA	NA	NA	3034	3034
Gpsm2	1	NA	NA	NA	NA	NA	NA	NA	4125	4125
Gm9857	1	NA	NA	NA	NA	NA	NA	NA	119	119
Amy1	1	NA	NA	NA	NA	NA	NA	NA	1519	1519
A930005H10Rik	1	NA	NA	NA	NA	NA	NA	NA	5844	5844
Gpr88	1	NA	NA	NA	NA	NA	NA	NA	546	546
Rtca	1	NA	NA	NA	NA	NA	NA	NA	12947	12947
Palmd	1	NA	NA	NA	NA	NA	NA	NA	600	600
A730020M07Rik	1	NA	NA	NA	NA	NA	NA	NA	53	53
Abcd3	1	NA	NA	NA	NA	NA	NA	NA	12666	12666
Fnbp1l	1	NA	NA	NA	NA	NA	NA	NA	5091	5091
Myoz2	1	NA	NA	NA	NA	NA	NA	NA	145	145
Ndst3	1	NA	NA	NA	NA	NA	NA	NA	207	207
Enpep	1	NA	NA	NA	NA	NA	NA	NA	783	783
Egf	1	NA	NA	NA	NA	NA	NA	NA	721	721
Rrh	1	NA	NA	NA	NA	NA	NA	NA	62	62
Mcub	1	NA	NA	NA	NA	NA	NA	NA	4268	4268
Aimp1	1	NA	NA	NA	NA	NA	NA	NA	25139	25139
Bank1	1	NA	NA	NA	NA	NA	NA	NA	54	54
Gm5105	1	NA	NA	NA	NA	NA	NA	NA	107	107
Metap1	1	NA	NA	NA	NA	NA	NA	NA	3288	3288
Rap1gds1	1	NA	NA	NA	NA	NA	NA	NA	23792	23792
Bmpr1b	1	NA	NA	NA	NA	NA	NA	NA	1076	1076
Cyr61	1	NA	NA	NA	NA	NA	NA	NA	268	268
Prkacb	1	NA	NA	NA	NA	NA	NA	NA	26662	26662
Ifi44	1	NA	NA	NA	NA	NA	NA	NA	352	352
Gipc2	1	NA	NA	NA	NA	NA	NA	NA	924	924
Nexn	1	NA	NA	NA	NA	NA	NA	NA	65	65
Miga1	1	NA	NA	NA	NA	NA	NA	NA	7091	7091
Ak5	1	NA	NA	NA	NA	NA	NA	NA	4720	4720
Rabggtb	1	NA	NA	NA	NA	NA	NA	NA	16478	16478
Acadm	1	NA	NA	NA	NA	NA	NA	NA	23703	23703
Tnni3k	1	NA	NA	NA	NA	NA	NA	NA	93	93
Fam110b	1	NA	NA	NA	NA	NA	NA	NA	3295	3295
2610301B20Rik	1	NA	NA	NA	NA	NA	NA	NA	7614	7614
Gm11827	1	NA	NA	NA	NA	NA	NA	NA	192	192
Ccne2	1	NA	NA	NA	NA	NA	NA	NA	552	552
Gm11837	1	NA	NA	NA	NA	NA	NA	NA	2376	2376
Calb1	1	NA	NA	NA	NA	NA	NA	NA	3449	3449
Nbn	1	NA	NA	NA	NA	NA	NA	NA	3214	3214
Ggh	1	NA	NA	NA	NA	NA	NA	NA	7897	7897
Fbxl4	1	NA	NA	NA	NA	NA	NA	NA	2344	2344
Gm11899	1	NA	NA	NA	NA	NA	NA	NA	64	64
Mdn1	1	NA	NA	NA	NA	NA	NA	NA	2019	2019
Gabrr1	1	NA	NA	NA	NA	NA	NA	NA	90	90
Cnr1	1	NA	NA	NA	NA	NA	NA	NA	2258	2258
Rars2	1	NA	NA	NA	NA	NA	NA	NA	3092	3092
Tmem215	1	NA	NA	NA	NA	NA	NA	NA	119	119
Nudt2	1	NA	NA	NA	NA	NA	NA	NA	16728	16728
Dnaic1	1	NA	NA	NA	NA	NA	NA	NA	1577	1577
Galt	1	NA	NA	NA	NA	NA	NA	NA	3783	3783
Il11ra1	1	NA	NA	NA	NA	NA	NA	NA	2538	2538
Gm17167	1	NA	NA	NA	NA	NA	NA	NA	56	56
Rusc2	1	NA	NA	NA	NA	NA	NA	NA	8438	8438
Ccdc107	1	NA	NA	NA	NA	NA	NA	NA	21064	21064
Gm12472	1	NA	NA	NA	NA	NA	NA	NA	85	85
Hrct1	1	NA	NA	NA	NA	NA	NA	NA	597	597
Spaar	1	NA	NA	NA	NA	NA	NA	NA	225	225
Reck	1	NA	NA	NA	NA	NA	NA	NA	895	895
Clta	1	NA	NA	NA	NA	NA	NA	NA	85911	85911
Zcchc7	1	NA	NA	NA	NA	NA	NA	NA	1493	1493
Grhpr	1	NA	NA	NA	NA	NA	NA	NA	5763	5763
1700055D18Rik	1	NA	NA	NA	NA	NA	NA	NA	98	98
Polr1e	1	NA	NA	NA	NA	NA	NA	NA	1030	1030
Frmpd1	1	NA	NA	NA	NA	NA	NA	NA	1281	1281
Gm12408	1	NA	NA	NA	NA	NA	NA	NA	104	104
Aldh1b1	1	NA	NA	NA	NA	NA	NA	NA	2264	2264
Stra6l	1	NA	NA	NA	NA	NA	NA	NA	50	50
Tdrd7	1	NA	NA	NA	NA	NA	NA	NA	4266	4266
Ncbp1	1	NA	NA	NA	NA	NA	NA	NA	4564	4564
Nans	1	NA	NA	NA	NA	NA	NA	NA	4312	4312
Col15a1	1	NA	NA	NA	NA	NA	NA	NA	290	290
Sec61b	1	NA	NA	NA	NA	NA	NA	NA	25619	25619
Smc2	1	NA	NA	NA	NA	NA	NA	NA	982	982
Zkscan16	1	NA	NA	NA	NA	NA	NA	NA	1692	1692
Gng10	1	NA	NA	NA	NA	NA	NA	NA	37879	37879
Rgs3	1	NA	NA	NA	NA	NA	NA	NA	10212	10212
Trim32	1	NA	NA	NA	NA	NA	NA	NA	13078	13078
Kdm4c	1	NA	NA	NA	NA	NA	NA	NA	2243	2243
Tyrp1	1	NA	NA	NA	NA	NA	NA	NA	1083	1083
Gm11266	1	NA	NA	NA	NA	NA	NA	NA	333	333
Sh3gl2	1	NA	NA	NA	NA	NA	NA	NA	8746	8746
Dennd4c	1	NA	NA	NA	NA	NA	NA	NA	1220	1220
Gm12603	1	NA	NA	NA	NA	NA	NA	NA	83	83
Fggy	1	NA	NA	NA	NA	NA	NA	NA	1560	1560
Usp1	1	NA	NA	NA	NA	NA	NA	NA	2682	2682
Angptl3	1	NA	NA	NA	NA	NA	NA	NA	238	238
Foxd3	1	NA	NA	NA	NA	NA	NA	NA	3530	3530
Pgm2	1	NA	NA	NA	NA	NA	NA	NA	9797	9797
Ror1	1	NA	NA	NA	NA	NA	NA	NA	101	101
Leprot	1	NA	NA	NA	NA	NA	NA	NA	7305	7305
Plpp3	1	NA	NA	NA	NA	NA	NA	NA	21406	21406
Gm12728	1	NA	NA	NA	NA	NA	NA	NA	522	522
Ttc22	1	NA	NA	NA	NA	NA	NA	NA	126	126
Pars2	1	NA	NA	NA	NA	NA	NA	NA	1312	1312
Hspb11	1	NA	NA	NA	NA	NA	NA	NA	9675	9675
Yipf1	1	NA	NA	NA	NA	NA	NA	NA	2727	2727
Glis1	1	NA	NA	NA	NA	NA	NA	NA	56	56
1700047F07Rik	1	NA	NA	NA	NA	NA	NA	NA	290	290
Magoh	1	NA	NA	NA	NA	NA	NA	NA	16707	16707
Echdc2	1	NA	NA	NA	NA	NA	NA	NA	865	865
Kti12	1	NA	NA	NA	NA	NA	NA	NA	4673	4673
Rab3b	1	NA	NA	NA	NA	NA	NA	NA	77725	77725
Calr4	1	NA	NA	NA	NA	NA	NA	NA	69	69
Stil	1	NA	NA	NA	NA	NA	NA	NA	55	55
Pdzk1ip1	1	NA	NA	NA	NA	NA	NA	NA	217	217
Efcab14	1	NA	NA	NA	NA	NA	NA	NA	5378	5378
Mob3c	1	NA	NA	NA	NA	NA	NA	NA	433	433
Mknk1	1	NA	NA	NA	NA	NA	NA	NA	2279	2279
Lrrc41	1	NA	NA	NA	NA	NA	NA	NA	4306	4306
Gm12953	1	NA	NA	NA	NA	NA	NA	NA	56	56
Prdx1	1	NA	NA	NA	NA	NA	NA	NA	136658	136658
Gm12996	1	NA	NA	NA	NA	NA	NA	NA	104	104
Zswim5	1	NA	NA	NA	NA	NA	NA	NA	1680	1680
Ptch2	1	NA	NA	NA	NA	NA	NA	NA	202	202
Tmem53	1	NA	NA	NA	NA	NA	NA	NA	1885	1885
Gm12843	1	NA	NA	NA	NA	NA	NA	NA	79	79
Eri3	1	NA	NA	NA	NA	NA	NA	NA	23400	23400
Elovl1	1	NA	NA	NA	NA	NA	NA	NA	3845	3845
Slc2a1	1	NA	NA	NA	NA	NA	NA	NA	6759	6759
Svbp	1	NA	NA	NA	NA	NA	NA	NA	23910	23910
Cldn19	1	NA	NA	NA	NA	NA	NA	NA	518	518
Zmynd12	1	NA	NA	NA	NA	NA	NA	NA	260	260
Foxj3	1	NA	NA	NA	NA	NA	NA	NA	2214	2214
Scmh1	1	NA	NA	NA	NA	NA	NA	NA	3422	3422
Cited4	1	NA	NA	NA	NA	NA	NA	NA	2073	2073
Rims3	1	NA	NA	NA	NA	NA	NA	NA	7709	7709
Col9a2	1	NA	NA	NA	NA	NA	NA	NA	2967	2967
Mycl	1	NA	NA	NA	NA	NA	NA	NA	635	635
Trit1	1	NA	NA	NA	NA	NA	NA	NA	2228	2228
Hpcal4	1	NA	NA	NA	NA	NA	NA	NA	16890	16890
Rhbdl2	1	NA	NA	NA	NA	NA	NA	NA	144	144
Rragc	1	NA	NA	NA	NA	NA	NA	NA	11368	11368
Fhl3	1	NA	NA	NA	NA	NA	NA	NA	99	99
Inpp5b	1	NA	NA	NA	NA	NA	NA	NA	2259	2259
Yrdc	1	NA	NA	NA	NA	NA	NA	NA	4386	4386
Epha10	1	NA	NA	NA	NA	NA	NA	NA	2292	2292
Rspo1	1	NA	NA	NA	NA	NA	NA	NA	424	424
Snip1	1	NA	NA	NA	NA	NA	NA	NA	2311	2311
Csf3r	1	NA	NA	NA	NA	NA	NA	NA	112	112
Mrps15	1	NA	NA	NA	NA	NA	NA	NA	18033	18033
Lsm10	1	NA	NA	NA	NA	NA	NA	NA	5672	5672
Eva1b	1	NA	NA	NA	NA	NA	NA	NA	3845	3845
Col8a2	1	NA	NA	NA	NA	NA	NA	NA	125	125
Psmb2	1	NA	NA	NA	NA	NA	NA	NA	36579	36579
AU040320	1	NA	NA	NA	NA	NA	NA	NA	5922	5922
Tmem35b	1	NA	NA	NA	NA	NA	NA	NA	592	592
Dlgap3	1	NA	NA	NA	NA	NA	NA	NA	8235	8235
Smim12	1	NA	NA	NA	NA	NA	NA	NA	26103	26103
Csmd2	1	NA	NA	NA	NA	NA	NA	NA	1545	1545
Phc2	1	NA	NA	NA	NA	NA	NA	NA	13754	13754
Trim62	1	NA	NA	NA	NA	NA	NA	NA	3606	3606
Rnf19b	1	NA	NA	NA	NA	NA	NA	NA	4566	4566
Yars	1	NA	NA	NA	NA	NA	NA	NA	13381	13381
Sync	1	NA	NA	NA	NA	NA	NA	NA	96	96
Zbtb8os	1	NA	NA	NA	NA	NA	NA	NA	15167	15167
Bsdc1	1	NA	NA	NA	NA	NA	NA	NA	5050	5050
Fam229a	1	NA	NA	NA	NA	NA	NA	NA	873	873
Marcksl1	1	NA	NA	NA	NA	NA	NA	NA	54597	54597
E330017L17Rik	1	NA	NA	NA	NA	NA	NA	NA	115	115
Adgrb2	1	NA	NA	NA	NA	NA	NA	NA	10001	10001
Col16a1	1	NA	NA	NA	NA	NA	NA	NA	3282	3282
Pef1	1	NA	NA	NA	NA	NA	NA	NA	11267	11267
Fabp3	1	NA	NA	NA	NA	NA	NA	NA	62944	62944
Sdc3	1	NA	NA	NA	NA	NA	NA	NA	13876	13876
Laptm5	1	NA	NA	NA	NA	NA	NA	NA	2587	2587
Matn1	1	NA	NA	NA	NA	NA	NA	NA	127	127
Mecr	1	NA	NA	NA	NA	NA	NA	NA	3883	3883
Srsf4	1	NA	NA	NA	NA	NA	NA	NA	8160	8160
Tmem200b	1	NA	NA	NA	NA	NA	NA	NA	134	134
Gm12999	1	NA	NA	NA	NA	NA	NA	NA	450	450
Ptafr	1	NA	NA	NA	NA	NA	NA	NA	92	92
Rpa2	1	NA	NA	NA	NA	NA	NA	NA	3015	3015
Wasf2	1	NA	NA	NA	NA	NA	NA	NA	2724	2724
Cd164l2	1	NA	NA	NA	NA	NA	NA	NA	1014	1014
Map3k6	1	NA	NA	NA	NA	NA	NA	NA	304	304
Slc9a1	1	NA	NA	NA	NA	NA	NA	NA	3692	3692
Gpatch3	1	NA	NA	NA	NA	NA	NA	NA	697	697
Gpn2	1	NA	NA	NA	NA	NA	NA	NA	1465	1465
Ubxn11	1	NA	NA	NA	NA	NA	NA	NA	1095	1095
Stmn1	1	NA	NA	NA	NA	NA	NA	NA	203909	203909
Ifnlr1	1	NA	NA	NA	NA	NA	NA	NA	96	96
Hmgcl	1	NA	NA	NA	NA	NA	NA	NA	9857	9857
Gale	1	NA	NA	NA	NA	NA	NA	NA	2657	2657
Id3	1	NA	NA	NA	NA	NA	NA	NA	47333	47333
E2f2	1	NA	NA	NA	NA	NA	NA	NA	118	118
Zfp46	1	NA	NA	NA	NA	NA	NA	NA	1070	1070
6030445D17Rik	1	NA	NA	NA	NA	NA	NA	NA	57	57
Hspg2	1	NA	NA	NA	NA	NA	NA	NA	505	505
Rap1gap	1	NA	NA	NA	NA	NA	NA	NA	14057	14057
Ece1	1	NA	NA	NA	NA	NA	NA	NA	4786	4786
AB041806	1	NA	NA	NA	NA	NA	NA	NA	90	90
Pla2g2d	1	NA	NA	NA	NA	NA	NA	NA	131	131
Akr7a5	1	NA	NA	NA	NA	NA	NA	NA	6763	6763
Aldh4a1	1	NA	NA	NA	NA	NA	NA	NA	2051	2051
Gm13016	1	NA	NA	NA	NA	NA	NA	NA	74	74
Atp13a2	1	NA	NA	NA	NA	NA	NA	NA	9452	9452
Mfap2	1	NA	NA	NA	NA	NA	NA	NA	1126	1126
Gm13056	1	NA	NA	NA	NA	NA	NA	NA	125	125
Epha2	1	NA	NA	NA	NA	NA	NA	NA	731	731
Fam131c	1	NA	NA	NA	NA	NA	NA	NA	2019	2019
Hspb7	1	NA	NA	NA	NA	NA	NA	NA	191	191
Agmat	1	NA	NA	NA	NA	NA	NA	NA	100	100
Casp9	1	NA	NA	NA	NA	NA	NA	NA	2190	2190
Pramef8	1	NA	NA	NA	NA	NA	NA	NA	1443	1443
Gm13212	1	NA	NA	NA	NA	NA	NA	NA	72	72
Zfp991	1	NA	NA	NA	NA	NA	NA	NA	737	737
2510039O18Rik	1	NA	NA	NA	NA	NA	NA	NA	4037	4037
Nppa	1	NA	NA	NA	NA	NA	NA	NA	16399	16399
Mad2l2	1	NA	NA	NA	NA	NA	NA	NA	4260	4260
Fbxo2	1	NA	NA	NA	NA	NA	NA	NA	12303	12303
Srm	1	NA	NA	NA	NA	NA	NA	NA	13418	13418
Clstn1	1	NA	NA	NA	NA	NA	NA	NA	39548	39548
Gpr157	1	NA	NA	NA	NA	NA	NA	NA	90	90
Eno1	1	NA	NA	NA	NA	NA	NA	NA	82970	82970
Errfi1	1	NA	NA	NA	NA	NA	NA	NA	3690	3690
Plekhg5	1	NA	NA	NA	NA	NA	NA	NA	759	759
Tnfrsf25	1	NA	NA	NA	NA	NA	NA	NA	111	111
Acot7	1	NA	NA	NA	NA	NA	NA	NA	33438	33438
Gpr153	1	NA	NA	NA	NA	NA	NA	NA	10794	10794
Icmt	1	NA	NA	NA	NA	NA	NA	NA	2903	2903
Lrrc47	1	NA	NA	NA	NA	NA	NA	NA	2205	2205
Wrap73	1	NA	NA	NA	NA	NA	NA	NA	4867	4867
Gm13133	1	NA	NA	NA	NA	NA	NA	NA	55	55
Hes5	1	NA	NA	NA	NA	NA	NA	NA	15047	15047
Faap20	1	NA	NA	NA	NA	NA	NA	NA	7315	7315
Gm16024	1	NA	NA	NA	NA	NA	NA	NA	2774	2774
Cdk11b	1	NA	NA	NA	NA	NA	NA	NA	9136	9136
Fndc10	1	NA	NA	NA	NA	NA	NA	NA	10903	10903
Atad3aos	1	NA	NA	NA	NA	NA	NA	NA	112	112
Mrpl20	1	NA	NA	NA	NA	NA	NA	NA	65153	65153
Mxra8	1	NA	NA	NA	NA	NA	NA	NA	1503	1503
Dvl1	1	NA	NA	NA	NA	NA	NA	NA	5892	5892
Ube2j2	1	NA	NA	NA	NA	NA	NA	NA	10742	10742
C1qtnf12	1	NA	NA	NA	NA	NA	NA	NA	1109	1109
Perm1	1	NA	NA	NA	NA	NA	NA	NA	69	69
Gm11808	1	NA	NA	NA	NA	NA	NA	NA	479216	479216
Penk	1	NA	NA	NA	NA	NA	NA	NA	38505	38505
1700120G11Rik	1	NA	NA	NA	NA	NA	NA	NA	4023	4023
Slc26a7	1	NA	NA	NA	NA	NA	NA	NA	236	236
Atp6v0d2	1	NA	NA	NA	NA	NA	NA	NA	52	52
Mob3b	1	NA	NA	NA	NA	NA	NA	NA	310	310
Ndufb6	1	NA	NA	NA	NA	NA	NA	NA	127411	127411
Kif24	1	NA	NA	NA	NA	NA	NA	NA	93	93
AI464131	1	NA	NA	NA	NA	NA	NA	NA	3191	3191
Enho	1	NA	NA	NA	NA	NA	NA	NA	101790	101790
Cntfr	1	NA	NA	NA	NA	NA	NA	NA	6347	6347
Rpp25l	1	NA	NA	NA	NA	NA	NA	NA	9193	9193
Dctn3	1	NA	NA	NA	NA	NA	NA	NA	76614	76614
Sigmar1	1	NA	NA	NA	NA	NA	NA	NA	4493	4493
Fancg	1	NA	NA	NA	NA	NA	NA	NA	1359	1359
Pigo	1	NA	NA	NA	NA	NA	NA	NA	1203	1203
Fam214b	1	NA	NA	NA	NA	NA	NA	NA	2607	2607
Cd72	1	NA	NA	NA	NA	NA	NA	NA	88	88
Arhgef39	1	NA	NA	NA	NA	NA	NA	NA	74	74
Gba2	1	NA	NA	NA	NA	NA	NA	NA	4526	4526
Spag8	1	NA	NA	NA	NA	NA	NA	NA	148	148
Hint2	1	NA	NA	NA	NA	NA	NA	NA	26910	26910
Fbxo10	1	NA	NA	NA	NA	NA	NA	NA	1497	1497
Exosc3	1	NA	NA	NA	NA	NA	NA	NA	4522	4522
Shb	1	NA	NA	NA	NA	NA	NA	NA	3235	3235
Trim14	1	NA	NA	NA	NA	NA	NA	NA	108	108
Tbc1d2	1	NA	NA	NA	NA	NA	NA	NA	165	165
Alg2	1	NA	NA	NA	NA	NA	NA	NA	6067	6067
Aldob	1	NA	NA	NA	NA	NA	NA	NA	68	68
Smc2os	1	NA	NA	NA	NA	NA	NA	NA	1455	1455
Abca1	1	NA	NA	NA	NA	NA	NA	NA	6361	6361
Ikbkap	1	NA	NA	NA	NA	NA	NA	NA	4928	4928
Txn1	1	NA	NA	NA	NA	NA	NA	NA	62494	62494
Ptgr1	1	NA	NA	NA	NA	NA	NA	NA	305	305
Hdhd3	1	NA	NA	NA	NA	NA	NA	NA	3250	3250
Alad	1	NA	NA	NA	NA	NA	NA	NA	8124	8124
Whrn	1	NA	NA	NA	NA	NA	NA	NA	3541	3541
Tnc	1	NA	NA	NA	NA	NA	NA	NA	441	441
Brinp1	1	NA	NA	NA	NA	NA	NA	NA	18538	18538
Aldoart1	1	NA	NA	NA	NA	NA	NA	NA	56	56
Dmac1	1	NA	NA	NA	NA	NA	NA	NA	12057	12057
Mpdz	1	NA	NA	NA	NA	NA	NA	NA	2819	2819
Nfib	1	NA	NA	NA	NA	NA	NA	NA	7903	7903
Frem1	1	NA	NA	NA	NA	NA	NA	NA	225	225
Rps6	1	NA	NA	NA	NA	NA	NA	NA	91166	91166
Cdkn2b	1	NA	NA	NA	NA	NA	NA	NA	216	216
Tusc1	1	NA	NA	NA	NA	NA	NA	NA	2982	2982
Eqtn	1	NA	NA	NA	NA	NA	NA	NA	91	91
Gm12703	1	NA	NA	NA	NA	NA	NA	NA	3941	3941
Cyp2j9	1	NA	NA	NA	NA	NA	NA	NA	5653	5653
Tm2d1	1	NA	NA	NA	NA	NA	NA	NA	36233	36233
Gm12688	1	NA	NA	NA	NA	NA	NA	NA	1445	1445
Slc35d1	1	NA	NA	NA	NA	NA	NA	NA	1084	1084
Pcsk9	1	NA	NA	NA	NA	NA	NA	NA	124	124
Mrpl37	1	NA	NA	NA	NA	NA	NA	NA	5377	5377
Lrrc42	1	NA	NA	NA	NA	NA	NA	NA	3714	3714
Dmrtb1	1	NA	NA	NA	NA	NA	NA	NA	588	588
Lrp8os3	1	NA	NA	NA	NA	NA	NA	NA	132	132
Cpt2	1	NA	NA	NA	NA	NA	NA	NA	726	726
Podn	1	NA	NA	NA	NA	NA	NA	NA	58	58
Gpx7	1	NA	NA	NA	NA	NA	NA	NA	4072	4072
Prpf38a	1	NA	NA	NA	NA	NA	NA	NA	3699	3699
Gm12743	1	NA	NA	NA	NA	NA	NA	NA	216	216
Gm17354	1	NA	NA	NA	NA	NA	NA	NA	497	497
9630013D21Rik	1	NA	NA	NA	NA	NA	NA	NA	192	192
Cdkn2c	1	NA	NA	NA	NA	NA	NA	NA	1911	1911
Skint6	1	NA	NA	NA	NA	NA	NA	NA	87	87
Uqcrh	1	NA	NA	NA	NA	NA	NA	NA	327895	327895
Mast2	1	NA	NA	NA	NA	NA	NA	NA	5128	5128
Toe1	1	NA	NA	NA	NA	NA	NA	NA	2137	2137
Hpdl	1	NA	NA	NA	NA	NA	NA	NA	766	766
Plk3	1	NA	NA	NA	NA	NA	NA	NA	943	943
Kif2c	1	NA	NA	NA	NA	NA	NA	NA	63	63
1700012C08Rik	1	NA	NA	NA	NA	NA	NA	NA	86	86
Rnf220	1	NA	NA	NA	NA	NA	NA	NA	22090	22090
Atp6v0b	1	NA	NA	NA	NA	NA	NA	NA	147678	147678
Dph2	1	NA	NA	NA	NA	NA	NA	NA	1246	1246
Ipo13	1	NA	NA	NA	NA	NA	NA	NA	12114	12114
St3gal3	1	NA	NA	NA	NA	NA	NA	NA	3606	3606
Kdm4a	1	NA	NA	NA	NA	NA	NA	NA	1850	1850
Cdc20	1	NA	NA	NA	NA	NA	NA	NA	145	145
Tie1	1	NA	NA	NA	NA	NA	NA	NA	567	567
Tmem125	1	NA	NA	NA	NA	NA	NA	NA	1303	1303
Zfp691	1	NA	NA	NA	NA	NA	NA	NA	212	212
Ermap	1	NA	NA	NA	NA	NA	NA	NA	60	60
Gm12927	1	NA	NA	NA	NA	NA	NA	NA	102	102
Ppcs	1	NA	NA	NA	NA	NA	NA	NA	2227	2227
Foxo6	1	NA	NA	NA	NA	NA	NA	NA	415	415
Nfyc	1	NA	NA	NA	NA	NA	NA	NA	9112	9112
Exo5	1	NA	NA	NA	NA	NA	NA	NA	868	868
Zfp69	1	NA	NA	NA	NA	NA	NA	NA	116	116
Zmpste24	1	NA	NA	NA	NA	NA	NA	NA	3320	3320
Mfsd2a	1	NA	NA	NA	NA	NA	NA	NA	3103	3103
Ndufs5	1	NA	NA	NA	NA	NA	NA	NA	172783	172783
Gm12905	1	NA	NA	NA	NA	NA	NA	NA	131	131
1110065P20Rik	1	NA	NA	NA	NA	NA	NA	NA	48823	48823
Cdca8	1	NA	NA	NA	NA	NA	NA	NA	471	471
Dnali1	1	NA	NA	NA	NA	NA	NA	NA	63	63
Sh3d21	1	NA	NA	NA	NA	NA	NA	NA	53	53
Map7d1	1	NA	NA	NA	NA	NA	NA	NA	15389	15389
Adprhl2	1	NA	NA	NA	NA	NA	NA	NA	5010	5010
Tekt2	1	NA	NA	NA	NA	NA	NA	NA	97	97
Tfap2e	1	NA	NA	NA	NA	NA	NA	NA	107	107
Ncdn	1	NA	NA	NA	NA	NA	NA	NA	88314	88314
Gja4	1	NA	NA	NA	NA	NA	NA	NA	554	554
CK137956	1	NA	NA	NA	NA	NA	NA	NA	52	52
Tlr12	1	NA	NA	NA	NA	NA	NA	NA	89	89
1700086P04Rik	1	NA	NA	NA	NA	NA	NA	NA	92	92
Zbtb8a	1	NA	NA	NA	NA	NA	NA	NA	588	588
Hdac1	1	NA	NA	NA	NA	NA	NA	NA	5542	5542
Fam167b	1	NA	NA	NA	NA	NA	NA	NA	253	253
Eif3i	1	NA	NA	NA	NA	NA	NA	NA	37296	37296
Dcdc2b	1	NA	NA	NA	NA	NA	NA	NA	275	275
Tmem39b	1	NA	NA	NA	NA	NA	NA	NA	984	984
Hcrtr1	1	NA	NA	NA	NA	NA	NA	NA	72	72
Tinagl1	1	NA	NA	NA	NA	NA	NA	NA	827	827
Serinc2	1	NA	NA	NA	NA	NA	NA	NA	495	495
Gm10570	1	NA	NA	NA	NA	NA	NA	NA	223	223
Ptpru	1	NA	NA	NA	NA	NA	NA	NA	1039	1039
Trnau1ap	1	NA	NA	NA	NA	NA	NA	NA	7788	7788
Rcc1	1	NA	NA	NA	NA	NA	NA	NA	1616	1616
Themis2	1	NA	NA	NA	NA	NA	NA	NA	169	169
Sytl1	1	NA	NA	NA	NA	NA	NA	NA	113	113
Tmem222	1	NA	NA	NA	NA	NA	NA	NA	23234	23234
Wdtc1	1	NA	NA	NA	NA	NA	NA	NA	1465	1465
Trnp1	1	NA	NA	NA	NA	NA	NA	NA	51872	51872
Nudc	1	NA	NA	NA	NA	NA	NA	NA	21610	21610
Hmgn2	1	NA	NA	NA	NA	NA	NA	NA	36059	36059
Sh3bgrl3	1	NA	NA	NA	NA	NA	NA	NA	85883	85883
Cep85	1	NA	NA	NA	NA	NA	NA	NA	1277	1277
Grrp1	1	NA	NA	NA	NA	NA	NA	NA	674	674
1700021N21Rik	1	NA	NA	NA	NA	NA	NA	NA	146	146
Selenon	1	NA	NA	NA	NA	NA	NA	NA	2771	2771
Tmem50a	1	NA	NA	NA	NA	NA	NA	NA	28225	28225
Srrm1	1	NA	NA	NA	NA	NA	NA	NA	5146	5146
Ncmap	1	NA	NA	NA	NA	NA	NA	NA	150	150
Nipal3	1	NA	NA	NA	NA	NA	NA	NA	4792	4792
Grhl3	1	NA	NA	NA	NA	NA	NA	NA	759	759
Pnrc2	1	NA	NA	NA	NA	NA	NA	NA	21249	21249
Lypla2	1	NA	NA	NA	NA	NA	NA	NA	17940	17940
Rpl11	1	NA	NA	NA	NA	NA	NA	NA	74029	74029
Kdm1a	1	NA	NA	NA	NA	NA	NA	NA	5082	5082
